,Open,High,Low,Close,Compound_Score,Total Volume of Tweets,Weighted_Price
10524,6179.49,6180.85,6179.49,6179.54,0.08843429648241215,922.0,6179.608056600001
10525,6194.75,6194.75,6194.75,6194.75,0.1586214285714285,809.0,6194.75
10528,6193.83,6196.0,6193.83,6193.84,0.13709064171122967,884.0,6194.2913748
10529,6189.0,6190.48,6189.0,6190.48,0.09668747152619588,1027.0,6189.0077633
10530,6200.77,6200.77,6200.77,6200.77,0.1222316290130796,965.0,6200.77
10532,6200.0,6200.0,6199.99,6199.99,0.13461661442006265,746.0,6199.999840699999
10533,6197.0,6197.0,6197.0,6197.0,0.09068394160583952,798.0,6197.0
10534,6189.4,6192.34,6189.4,6190.79,0.122580655226209,768.0,6190.9021377
10535,6198.36,6200.0,6198.35,6200.0,0.1254499130434781,689.0,6199.9755145
10536,6203.27,6204.48,6203.27,6204.48,0.0694399082568807,765.0,6204.134897
10537,6204.47,6205.0,6204.47,6205.0,0.10782325581395344,670.0,6204.994698699999
10538,6201.39,6201.39,6201.39,6201.39,0.1536540697674417,650.0,6201.39
10539,6178.73,6182.9,6175.23,6177.64,0.1479634099616858,639.0,6181.1694861000005
10541,6188.53,6189.69,6188.53,6189.69,0.17428910256410235,629.0,6189.270909399999
10542,6190.88,6191.06,6190.88,6191.05,0.15878909465020558,628.0,6190.8889744
10543,6201.5,6201.5,6201.5,6201.5,0.10868946564885487,807.0,6201.5
10544,6201.23,6201.23,6196.37,6196.41,0.1575237232289947,739.0,6200.0628472
10545,6194.23,6194.23,6194.23,6194.23,0.10643250444049722,669.0,6194.23
10547,6200.54,6200.8,6200.54,6200.8,0.05233111831442467,741.0,6200.681522
10548,6222.52,6227.0,6222.51,6225.7,0.06977086513994922,914.0,6224.302623899999
10549,6261.21,6263.63,6261.21,6261.22,0.04276259143155695,1110.0,6261.6104438
10550,6237.17,6237.17,6237.17,6237.17,0.04133264129181082,1022.0,6237.17
10552,6237.78,6237.78,6237.78,6237.78,0.10674790640394076,948.0,6237.78
10553,6239.99,6239.99,6239.99,6239.99,0.1310498783454988,974.0,6239.99
10554,6227.46,6227.46,6227.46,6227.46,0.10127008760951177,986.0,6227.46
10555,6219.4,6219.4,6219.4,6219.4,0.12814190193164912,855.0,6219.4
10556,6220.01,6220.01,6215.85,6215.85,0.12371868686868673,905.0,6218.0592217
10557,6235.0,6235.0,6230.08,6233.96,0.1041918055555554,853.0,6234.838722699999
10558,6222.45,6222.45,6222.45,6222.45,0.0905345955249569,712.0,6222.45
10559,6224.99,6225.0,6223.11,6223.11,0.1286407012195122,763.0,6223.3312555
10560,6236.63,6239.84,6236.63,6239.84,0.10883392568659128,708.0,6238.995318
